Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?
17609,Southern California Edison Co,56996,Solar Photovoltaic Project #02,CA,SAN BERNARDINO,S1A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,12,2009,,,,Y,,,,,,0.6,,Y,,,,
17609,Southern California Edison Co,56996,Solar Photovoltaic Project #02,CA,SAN BERNARDINO,S1B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,12,2009,,,,Y,,,,,,0.6,,Y,,,,
56294,SunE WG113 Moreno Valley LLC,57004,SunEdison Walgreens Moreno Valley,CA,RIVERSIDE,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,0.9,0.9,9,2007,,Y,,,,,,,,1.2,Y,,,,,
56431,SunE U6 Holdings LLC,57005,Mariani Packing Vacaville Solar,CA,SOLANO,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,0.9,0.9,11,2008,,Y,,,,,,,,1.1,Y,,,,,
56296,SunE WG45 Woodland LLC,57006,Walgreens Woodland Distribution Center,CA,YOLO,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,0.9,0.9,8,2007,,Y,,,,,,,,1.2,Y,,,,,
56297,SunE CPA CDC2 LLC,57007,SunEdison Ironwood State Prison,CA,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,0.9,0.9,5,2008,,Y,,,,,,,,1.2,Y,,,,,
56431,SunE U6 Holdings LLC,57008,SunEdison Procter & Gamble Oxnard,CA,Ventura,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,0.8,0.8,10,2009,,,,Y,,,,,,1.1,,Y,,,,
56300,SunE KHL55 San Bernardino LLC,57009,Kohls San Bernardino Solar Facility,CA,SAN BERNARDINO,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,0.9,0.9,11,2007,,Y,,,,,,,,1.2,Y,,,,,
56434,SunE M5 Holdings LLC,57010,SunEdison Anheuser Busch Fairfield,CA,Solano,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,0.9,0.9,12,2008,,Y,,,,,,,,1.1,Y,,,,,
56302,SunE CPA CDC1 LLC,57011,Chuckawalla Valley State Prison,CA,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,0.9,0.9,6,2006,,,,Y,,,,,,1.2,Y,,,,,
56434,SunE M5 Holdings LLC,57012,SunEdison Walmart Apple Valley DC,CA,SAN BERNARDINO,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,0.9,0.9,3,2009,,Y,,,,,,,,1.1,Y,,,,,
14328,Pacific Gas & Electric Co,57041,Vaca Dixon Solar Station,CA,Solano,1,OP,Solar Photovoltaic,PV,Electric Utility,1,2.0,2.0,2.0,12,2009,,,,Y,,,,,,2.6,Y,,,,,
57499,NRG Energy Services,57073,Ivanpah 2,CA,San Bernardino,ST1,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,133.4,133.4,133.4,12,2013,Y,,Y,,,,Y,,, ,,,,,,
57499,NRG Energy Services,57074,Ivanpah 1,CA,San Bernardino,ST1,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,133.0,133.0,133.0,12,2013,Y,,Y,,,,Y,,, ,,,,,,
57499,NRG Energy Services,57075,Ivanpah 3,CA,San Bernardino,ST1,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,133.4,133.4,133.4,12,2013,Y,,Y,,,,Y,,, ,,,,,,
56610,Calpine Vineland Solar LLC,57081,Calpine Vineland Solar LLC,NJ,Cumberland,CVS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.3,2.3,2.3,8,2009,,,,Y,,,,,,2.4,Y,,,,,
56610,Calpine Vineland Solar LLC,57081,Calpine Vineland Solar LLC,NJ,Cumberland,CVS2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.8,1.8,1.8,12,2009,,,,Y,,,,,,1.9,Y,,,,,
56493,RV CSU Power LLC,57141,RV CSU Power LLC,CO,LARIMER,CSU1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.9,1.9,1.9,12,2009,,Y,,,,,,,,2,Y,,,,,
6035,Exelon Power,57191,Exelon Solar Chicago,IL,Cook,ECS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,9.0,9.0,9.0,12,2009,,Y,,,,,,,,10,Y,,,,,
56565,TX Solar I LLC,57197,Blue Wing Solar Energy Generation,TX,Bexar,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,13.9,13.5,13.5,11,2010,,,,Y,,,,,,16.7,,Y,,,,
56563,Solar Star North Carolina I LLC,57200,Shelby Solar Energy Generation Facility,NC,Cleveland,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,5,2010,,Y,,,,,,,,1,Y,,,,,
56582,Jacksonville Solar LLC,57202,Jacksonville Solar,FL,Duval,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,15.0,12.5,12.5,4,2010,,,,Y,,,,,,15,,Y,,,,
56583,Wyandot Solar LLC,57203,Wyandot Solar Farm,OH,WYANDOT,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,4,2010,,,,Y,,,,,,12,,Y,,,,
56584,PSEG Solar Hackettstown LLC,57204,PSEG Hackettstown,NJ,Warren,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.2,2.2,2.2,9,2009,,,,Y,,,,,,2.2,,Y,,,,
57036,Copper Mountain 1 LLC,57205,CM48,NV,Clark,PV02,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,8.0,8.0,8.0,6,2010,,,,Y,,,,,,10.1,,Y,,,,
57036,Copper Mountain 1 LLC,57205,CM48,NV,Clark,PV03,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,9,2010,,,,Y,,,,,,12.6,,Y,,,,
57036,Copper Mountain 1 LLC,57205,CM48,NV,Clark,PV04,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,10,2010,,,,Y,,,,,,12.6,,Y,,,,
57036,Copper Mountain 1 LLC,57205,CM48,NV,Clark,PV05,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,11,2010,,,,Y,,,,,,12.6,,Y,,,,
57036,Copper Mountain 1 LLC,57205,CM48,NV,Clark,PV06,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,12,2010,,,,Y,,,,,,12.6,,Y,,,,
19391,UGI Development Co,57216,Crayola Solar Project,PA,Northampton,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,5,2010,,,,Y,,,,,,1.1,Y,,,,,
19391,UGI Development Co,57216,Crayola Solar Project,PA,Northampton,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,4,2011,,,,Y,,,,,,1.1,Y,,,,,
19391,UGI Development Co,57216,Crayola Solar Project,PA,Northampton,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.8,0.8,0.8,1,2012,,,,Y,,,,,,0.9,Y,,,,,
17609,Southern California Edison Co,57217,Solar Photovoltaic Project #03,CA,SAN BERNARDINO,S003A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,3,2011,,,,Y,,,,,,0.6,,Y,,,,
17609,Southern California Edison Co,57217,Solar Photovoltaic Project #03,CA,SAN BERNARDINO,S003B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,3,2011,,,,Y,,,,,,0.6,,Y,,,,
17609,Southern California Edison Co,57219,Solar Photovoltaic Project #05,CA,SAN BERNARDINO,S005A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57219,Solar Photovoltaic Project #05,CA,SAN BERNARDINO,S005B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57219,Solar Photovoltaic Project #05,CA,SAN BERNARDINO,S005C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57219,Solar Photovoltaic Project #05,CA,SAN BERNARDINO,S005D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57219,Solar Photovoltaic Project #05,CA,SAN BERNARDINO,S005E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57220,Solar Photovoltaic Project #06,CA,SAN BERNARDINO,S006A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57220,Solar Photovoltaic Project #06,CA,SAN BERNARDINO,S006B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57220,Solar Photovoltaic Project #06,CA,SAN BERNARDINO,S006C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57220,Solar Photovoltaic Project #06,CA,SAN BERNARDINO,S006D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57221,Solar Photovoltaic Project #07,CA,SAN BERNARDINO,S007A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57221,Solar Photovoltaic Project #07,CA,SAN BERNARDINO,S007B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57221,Solar Photovoltaic Project #07,CA,SAN BERNARDINO,S007C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57221,Solar Photovoltaic Project #07,CA,SAN BERNARDINO,S007D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57221,Solar Photovoltaic Project #07,CA,SAN BERNARDINO,S007E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57222,Solar Photovoltaic Project #08,CA,SAN BERNARDINO,S008A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57222,Solar Photovoltaic Project #08,CA,SAN BERNARDINO,S008B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57222,Solar Photovoltaic Project #08,CA,SAN BERNARDINO,S008C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57222,Solar Photovoltaic Project #08,CA,SAN BERNARDINO,S008D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57223,Solar Photovoltaic Project #09,CA,SAN BERNARDINO,S009A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57223,Solar Photovoltaic Project #09,CA,SAN BERNARDINO,S009B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57224,Solar Photovoltaic Project #10,CA,SAN BERNARDINO,S010A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.8,Y,,,,,
17609,Southern California Edison Co,57224,Solar Photovoltaic Project #10,CA,SAN BERNARDINO,S010B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.8,Y,,,,,
17609,Southern California Edison Co,57224,Solar Photovoltaic Project #10,CA,SAN BERNARDINO,S010C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.8,Y,,,,,
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,SAN BERNARDINO,S011A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,SAN BERNARDINO,S011B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,SAN BERNARDINO,S011C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,SAN BERNARDINO,S011D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,SAN BERNARDINO,S011E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,SAN BERNARDINO,S011F,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57225,Solar Photovoltaic Project #11,CA,SAN BERNARDINO,S011G,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57226,Solar Photovoltaic Project #12,CA,SAN BERNARDINO,S012A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.8,Y,,,,,
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,SAN BERNARDINO,S013A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,SAN BERNARDINO,S013B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,SAN BERNARDINO,S013C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,SAN BERNARDINO,S013D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,SAN BERNARDINO,S013E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,SAN BERNARDINO,S013F,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57227,Solar Photovoltaic Project #13,CA,SAN BERNARDINO,S013G,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,SAN BERNARDINO,S015A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.6,,Y,,,,
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,SAN BERNARDINO,S015B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.6,,Y,,,,
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,SAN BERNARDINO,S015C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.6,,Y,,,,
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,SAN BERNARDINO,S015D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.6,,Y,,,,
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,SAN BERNARDINO,S015E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,SAN BERNARDINO,S015F,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57229,Solar Photovoltaic Project #15,CA,SAN BERNARDINO,S015G,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57230,Solar Photovoltaic Project #16,CA,SAN BERNARDINO,S016A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57230,Solar Photovoltaic Project #16,CA,SAN BERNARDINO,S016B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57230,Solar Photovoltaic Project #16,CA,SAN BERNARDINO,S016C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,SAN BERNARDINO,S017A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,SAN BERNARDINO,S017B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,SAN BERNARDINO,S017C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,SAN BERNARDINO,S017D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,SAN BERNARDINO,S017E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,SAN BERNARDINO,S017F,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57231,Solar Photovoltaic Project #17,CA,SAN BERNARDINO,S017G,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2015,,,,Y,,,,,,0.6,Y,,,,,
17609,Southern California Edison Co,57232,Solar Photovoltaic Project #18,CA,SAN BERNARDINO,S018A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57232,Solar Photovoltaic Project #18,CA,SAN BERNARDINO,S018B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57232,Solar Photovoltaic Project #18,CA,SAN BERNARDINO,S018C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57236,Solar Photovoltaic Project #23,CA,San Bernardino,S023A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.8,Y,,,,,
17609,Southern California Edison Co,57236,Solar Photovoltaic Project #23,CA,San Bernardino,S023B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.8,Y,,,,,
17609,Southern California Edison Co,57236,Solar Photovoltaic Project #23,CA,San Bernardino,S023C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.8,Y,,,,,
17609,Southern California Edison Co,57236,Solar Photovoltaic Project #23,CA,San Bernardino,S023D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.8,Y,,,,,
17609,Southern California Edison Co,57236,Solar Photovoltaic Project #23,CA,San Bernardino,S023E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,1,2013,,,,Y,,,,,,0.8,Y,,,,,
17609,Southern California Edison Co,57237,Solar Photovoltaic Project #22,CA,San Bernardino,S022A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.8,Y,,,,,
17609,Southern California Edison Co,57237,Solar Photovoltaic Project #22,CA,San Bernardino,S022B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.8,Y,,,,,
17609,Southern California Edison Co,57237,Solar Photovoltaic Project #22,CA,San Bernardino,S022C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.8,Y,,,,,
17609,Southern California Edison Co,57237,Solar Photovoltaic Project #22,CA,San Bernardino,S022D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,8,2011,,,,Y,,,,,,0.8,Y,,,,,
17650,Southern Power Co,57243,Cimarron Solar Facility,NM,COLFAX,CIM1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.6,30.6,30.6,12,2010,,,,Y,,,,,,37.4,,Y,,,,
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,SAN BERNARDINO,S026A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,SAN BERNARDINO,S026B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,SAN BERNARDINO,S026C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,SAN BERNARDINO,S026D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,SAN BERNARDINO,S026E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,SAN BERNARDINO,S026F,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,SAN BERNARDINO,S026G,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,SAN BERNARDINO,S026H,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,SAN BERNARDINO,S026I,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,SAN BERNARDINO,S026J,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,SAN BERNARDINO,SO26K,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57245,Solar Photovoltaic Project #26,CA,SAN BERNARDINO,SO26L,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57246,Solar Photovoltaic Project #27,CA,SAN BERNARDINO,S027A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57246,Solar Photovoltaic Project #27,CA,SAN BERNARDINO,S027B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57246,Solar Photovoltaic Project #27,CA,SAN BERNARDINO,S027C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57246,Solar Photovoltaic Project #27,CA,SAN BERNARDINO,S027D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57247,Solar Photovoltaic Project #28,CA,SAN BERNARDINO,S028A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57247,Solar Photovoltaic Project #28,CA,SAN BERNARDINO,S028B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,0.7,Y,,,,,
